,CODE POSTAL,geom_x_y,NOM DE LA COMMUNE
463,73500,"45.1781016318,6.74676532189",AVRIEUX
464,73390,"45.5270872916,6.18182093379",BETTON BETTONET
465,73660,"45.4217303227,6.29384300807",LA CHAPELLE
466,73310,"45.8127166804,5.8446052441",CHINDRIEUX
467,73630,"45.6287158464,6.1879831519",ECOLE
468,73410,"45.74019201,5.9576841317",EPERSY
469,73000,"45.5515613333,5.9173220983",JACOB BELLECOMBETTE
470,73710,"45.3498188353,6.72039060964",PRALOGNAN LA VANOISE
471,73610,"45.5515817863,5.77939233212",ST ALBAN DE MONTBEL
472,73230,"45.5881109422,5.95790977715",ST ALBAN LEYSSE
473,73410,"45.7784800393,5.8787953044",ST GERMAIN LA CHAMBOTTE
474,73170,"45.6285977197,5.79833212691",VERTHEMEX
475,73800,"45.5142759171,6.1391908576",VILLARD D HERY
476,73420,"45.6502423808,5.89790868543",VIVIERS DU LAC
477,74330,"45.9698450968,6.04498278395",LA BALME DE SILLINGY
478,74160,"46.1500584591,6.17275446607",BOSSEY
479,74540,"45.7784395221,5.98960566934",CHAINAZ LES FRASSES
480,74270,"46.0499479891,5.858890983",CHENE EN SEMINE
481,74260,"46.1542288253,6.66014566051",LES GETS
482,74420,"46.2330939582,6.462221779",HABERE LULLIN
483,74270,"46.014191585,5.95578712285",MUSIEGES
484,74540,"45.8078414616,5.97720329575",ST FELIX
485,74290,"45.8357923857,6.23052089871",TALLOIRES
486,74500,"46.3828568354,6.7291180359",THOLLON LES MEMISES
487,74370,"45.9532681771,6.20133049908",VILLAZ
488,76110,"49.667866856,0.45434007056",ANGERVILLE BAILLEUL
489,76740,"49.7958346368,0.854290024951",AUTIGNY
490,76116,"49.4374386214,1.30966530446",AUZOUVILLE SUR RY
491,76590,"49.7683532311,1.05014790136",BELMESNIL
492,76590,"49.8380335572,1.14914842733",LE BOIS ROBERT
493,76560,"49.7186680697,0.723155038419",CARVILLE POT DE FER
494,76550,"49.8474747525,1.02876696183",COLMESNIL MANNEVILLE
495,76430,"49.5667402554,0.309275010904",ETAINHUS
496,76260,"50.0413268784,1.42861757801",EU
497,76280,"49.674874895,0.309350071633",FONGUEUSEMARE
498,76520,"49.4137813639,1.29661509425",FRESNE LE PLAN
499,76780,"49.5365103437,1.58849427798",HODENG HODENGER
500,76230,"49.5022552878,1.14531230443",ISNEAUVILLE
501,76460,"49.8582585545,0.751682408073",MANNEVILLE ES PLAINS
502,76270,"49.6878599018,1.39541182981",MASSY
503,76260,"49.9810567179,1.49762439806",MILLEBOSC
504,76390,"49.8102781691,1.64418812478",RICHEMONT
505,76520,"49.3755064036,1.16040863034",ST AUBIN CELLOVILLE
506,76560,"49.74310061,0.887020117235",ST LAURENT EN CAUX
507,76170,"49.5142461624,0.469748142388",ST NICOLAS DE LA TAILLE
508,76340,"49.8845471571,1.57255279378",ST RIQUIER EN RIVIERE
509,76540,"49.7617261157,0.546067666828",THEUVILLE AUX MAILLOTS
510,76470,"50.053376282,1.372617602",LE TREPORT
511,77120,"48.8488670481,3.08940930217",AULNOY
512,77970,"48.6668121483,3.24024781081",BEZALLES
513,77780,"48.3352610776,2.70169993506",BOURRON MARLOTTE
514,77590,"48.4942666127,2.71362181584",CHARTRETTES
515,77580,"48.8919104938,2.92942534432",COULOMMES
516,77890,"48.1626911918,2.53341548743",GIRONVILLE
517,77760,"48.2597174707,2.55771818167",GUERCHEVILLE
518,77990,"49.0288930356,2.57185471414",MAUREGARD
519,77250,"48.3513975864,2.85826669265",MONTARLOT
520,77320,"48.8279632534,3.43159250475",MONTOLIVET
521,77176,"48.5821287279,2.54782852721",NANDY
522,77220,"48.7132293584,2.73724881309",PRESLES EN BRIE
523,77730,"48.9510388059,3.21708919555",SAACY SUR MARNE
524,77860,"48.8752580652,2.84028985019",ST GERMAIN SUR MORIN
525,77410,"48.9856128069,2.71476494573",ST MESMES
526,77450,"48.9487712002,2.80417897378",TRILBARDOU
527,77450,"48.9326287098,2.81578532754",VIGNELY
528,77154,"48.4947457361,3.03085746067",VILLENEUVE LES BORDES
529,77410,"48.9824706589,2.78307266843",VILLEROY
530,77410,"48.9117801079,2.66224807334",VILLEVAUDE
531,77580,"48.8403121801,2.88971628574",VOULANGIS
532,78660,"48.4958030642,1.87115102424",BOINVILLE LE GAILLARD
533,78530,"48.7718338876,2.12394286717",BUC
534,78420,"48.9119335064,2.17838235323",CARRIERES SUR SEINE
535,78700,"49.0001007823,2.0990719052",CONFLANS STE HONORINE
536,78125,"48.6632271873,1.63564999259",MITTAINVILLE
537,78490,"48.771347152,1.80894544858",MONTFORT L AMAURY
538,78730,"48.5725220079,1.93463847942",ST ARNOULT EN YVELINES
539,78125,"48.669743712,1.87479828191",VIEILLE EGLISE EN YVELINES
540,79420,"46.5772588868,-0.208446737008",BEAULIEU SOUS PARTHENAY
541,79340,"46.5424201679,-0.0197804413151",LES FORGES
542,79190,"46.1065410411,0.069110436943",LORIGNE
543,79500,"46.2309583731,-0.147888712984",MELLE
544,79200,"46.6453493842,-0.233028439198",PARTHENAY
545,79130,"46.5632946327,-0.434627531061",LE RETAIL
546,79270,"46.2674034004,-0.479082156946",ST SYMPHORIEN
547,79120,"46.2310672583,0.110650290356",VANZAY
548,80210,"50.0367632999,1.60998293635",AIGNEVILLE
549,80270,"49.9720712318,1.94513035737",AIRAINES
550,80560,"50.0728473755,2.47755633754",ARQUEVES
551,80800,"49.887570915,2.47173096758",AUBIGNY
552,80260,"50.00064508,2.44958045984",BAVELINCOURT
553,80132,"50.092743931,1.91271361466",BELLANCOURT
554,80370,"50.1942289185,2.09783309423",BERNATRE
555,80120,"50.2637068045,1.75043603953",BERNAY EN PONTHIEU
556,80700,"49.6381423232,2.77599755384",BEUVRAIGNES
557,80132,"50.1280550287,1.88114339899",CAOURS
558,80340,"49.9256314774,2.76317841426",CAPPY
559,80250,"49.7842642884,2.33898041831",ESTREES SUR NOYE
560,80120,"50.2442234148,1.73665378586",FOREST MONTIERS
561,80131,"49.8633129954,2.72000159396",FRAMERVILLE RAINECOURT
562,80620,"50.0953559703,2.0966149018",FRANQUEVILLE
563,80620,"50.1129742666,2.0902535968",FRANSU
564,80370,"50.2020618045,2.20851468779",FROHEN SUR AUTHIE
565,80700,"49.7691401362,2.79281334603",HATTENCOURT
566,80300,"50.1027187266,2.76036273759",IRLES
567,80450,"49.8946355893,2.39437471937",LAMOTTE BREBIERE
568,80250,"49.712060298,2.27144968439",LAWARDE MAUGER L HORTOY
569,80560,"50.080228584,2.59367423129",MAILLY MAILLET
570,81260,"43.6691028001,2.44822687533",FERRIERES
571,81150,"43.8854183688,2.02985845557",FLORENTIN
572,81430,"43.9272731399,2.28533324764",MARSAL
573,81660,"43.5308469607,2.40980470346",PONT DE LARN
574,81800,"43.8484040939,1.71495143196",RABASTENS
575,81440,"43.7619862953,2.14681126259",ST GENEST DE CONTEST
576,81220,"43.6653039824,2.03248661491",SERVIES
577,81190,"44.1080524235,2.30592694814",TANUS
578,81240,"43.531445482,2.47366636477",LE VINTROU
579,82120,"43.9557351784,0.874892919974",BALIGNAC
580,82500,"43.9115019162,0.947377490224",ESPARSAC
581,82330,"44.2198870277,1.87837880794",GINALS
582,82400,"44.1130087288,0.925431531851",GOUDOURVILLE
583,82220,"44.2091624963,1.31689415927",LABARTHE
584,82370,"43.8880946294,1.43765103909",NOHIC
585,83740,"43.2032263059,5.72471001592",LA CADIERE D AZUR
586,60510,"49.4802122478,2.28119101511",ESSUILES
587,60240,"49.2574394193,1.91981496985",LOCONVILLE
588,60130,"49.4823695987,2.34912415685",LE MESNIL SUR BULLES
589,60220,"49.6524929678,1.78839949291",MONCEAUX L ABBAYE
590,60690,"49.5689583194,2.0136506967",LA NEUVILLE SUR OUDEUIL
591,60510,"49.4481992219,2.29023906853",REMERANGLES
592,60149,"49.2592528645,2.06773136457",ST CREPIN IBOUVILLERS
593,60430,"49.3861654492,2.15875512452",WARLUIS
594,60130,"49.5467064424,2.35949571781",WAVIGNIES
595,61500,"48.558226063,0.0985668726868",LE BOUILLON
596,61100,"48.8110725163,-0.383316878236",BREEL
597,61160,"48.8334251501,-0.0791169679953",BRIEUX
598,61120,"48.8900927801,0.286603341231",ORVILLE
599,61210,"48.7842951211,-0.263127598038",LES ROTOURS
600,61700,"48.5498503299,-0.641601711695",ST BRICE
601,61320,"48.6028213138,-0.17990137206",ST MARTIN L AIGUILLON
602,61290,"48.5012471612,0.69012320459",ST VICTOR DE RENO
603,80150,"50.2071660042,2.04267098305",MAISON PONTHIEU
604,80500,"49.6824759775,2.52108959814",MARESTMONTIERS
605,80300,"49.9748428064,2.66806300084",MEAULTE
606,80110,"49.7807995412,2.55149531899",MEZIERES EN SANTERRE
607,80110,"49.7762271653,2.48422182173",MOREUIL
608,80150,"50.2260892349,2.04754518311",NEUILLY LE DIEN
609,80135,"50.1482964725,1.98062619732",ONEUX
610,80190,"49.8086448801,2.94770982571",PARGNY
611,80860,"50.2184715129,1.70629194406",PONTHOILE
612,80136,"49.9106434149,2.33962596148",RIVERY
613,80170,"49.8180169007,2.70364687243",ROSIERES EN SANTERRE
614,80800,"49.9016450158,2.5492857992",VAIRE SOUS CORBIE
615,80620,"50.0565678591,2.05807152774",VAUCHELLES LES DOMART
616,80690,"50.0624746155,2.01779325981",VILLERS SOUS AILLY
617,81470,"43.5319239166,1.92450141388",AGUTS
618,81170,"44.0438938289,1.92108502728",AMARENS
619,81600,"43.9545871483,1.89131601329",BROZE
620,81140,"44.0329274572,1.83921027036",CAMPAGNAC
621,81210,"43.7002321561,2.22942914563",MONTFA
622,83170,"43.384370351,5.99861411611",LA CELLE
623,83600,"43.4719558114,6.76361597424",FREJUS
624,83130,"43.1263279384,6.01898164719",LA GARDE
625,83170,"43.3818574426,5.8514412718",ROUGIERS
626,84400,"43.879393265,5.38921757843",APT
627,84390,"44.1853662846,5.3324742513",BRANTES
628,84230,"44.0595884031,4.82728435607",CHATEAUNEUF DU PAPE
629,84800,"43.913397592,5.05664277545",L ISLE SUR LA SORGUE
630,84570,"44.0126367285,5.25299930239",METHAMIS
631,84800,"43.9220820962,5.13125424344",FONTAINE DE VAUCLUSE
632,85200,"46.3849492327,-0.806840287485",DOIX
633,85670,"46.8623928354,-1.70108938038",FALLERON
634,85770,"46.4190919441,-0.910475769222",LE POIRE SUR VELLUIRE
635,85450,"46.3653834101,-1.09115660367",PUYRAVAULT
636,85270,"46.7532179022,-1.8935292542",NOTRE DAME DE RIEZ
637,85670,"46.8418481774,-1.59617737479",ST ETIENNE DU BOIS
638,85440,"46.475786445,-1.62751498166",TALMONT ST HILAIRE
639,86190,"46.5555538326,0.202564421374",BERUGES
640,86580,"46.5859914233,0.297504952601",BIARD
641,86160,"46.3229827238,0.320405816347",CHAMPAGNE ST HILAIRE
642,86330,"46.8863544923,0.110583366084",LA CHAUSSEE
643,86110,"46.8076034833,0.168441439384",CHOUPPES
644,86300,"46.6040213362,0.726653339198",LAUTHIERS
645,86160,"46.3496002634,0.391444598255",MAGNE
646,86150,"46.276159957,0.691938825774",MOUSSAC
647,86120,"47.08788601,-0.0810916620199",POUANCAY
648,86800,"46.5739320338,0.46197050544",SEVRES ANXAUMONT
649,86230,"46.8867943192,0.494483523463",USSEAU
650,86120,"47.0909836743,0.127562035571",VEZIERES
651,86340,"46.4559900008,0.390374880157",LA VILLEDIEU DU CLAIN
652,87200,"45.8634763342,0.875471020076",CHAILLAC SUR VIENNE
653,87120,"45.6554872653,1.71232934582",DOMPS
654,87220,"45.8054368217,1.32945260238",FEYTIAT
655,87380,"45.659742237,1.46090261076",GLANGES
656,87400,"45.8513527828,1.43458779423",ROYERES
657,87310,"45.8021449265,0.982111467463",ST CYR
658,87380,"45.6049909453,1.48606057397",ST GERMAIN LES BELLES
659,88270,"48.2131764478,6.26183705745",DAMAS ET BETTEGNEY
660,88320,"48.091128614,5.66870358714",DAMBLAIN
661,88120,"48.0034015569,6.76897818447",GERBAMONT
662,88430,"48.2051817248,6.86143996065",LA HOUSSIERE
663,88320,"48.0173921353,5.82091215963",ISCHES
664,88490,"48.2821061489,7.08613438713",LESSEUX
665,88700,"48.4181626654,6.64903014535",MENARMONT
666,88630,"48.4246422681,5.70427543116",MONCEL SUR VAIR
667,88550,"48.0951237995,6.56483709152",POUXEUX
668,88210,"48.3927228092,7.03919512713",LE PUID
669,88210,"48.3781845866,7.08693862118",ST STAIL
670,88160,"47.8795029889,6.76927057164",LE THILLOT
671,88500,"48.3051053835,6.1735092442",VILLERS
672,89440,"47.5394434653,3.99227435299",ATHIE
673,89210,"48.0009924544,3.61784777108",BRIENON SUR ARMANCON
674,89310,"47.6281248856,4.10542157906",CHATEL GERARD
675,89120,"47.9067815847,3.06077700998",CHENE ARNOULT
676,89300,"48.0088550804,3.40980180815",JOIGNY
677,89560,"47.6074096657,3.45720095368",MOLESMES
678,89570,"48.0446413017,3.78542965706",NEUVY SAUTOUR
679,89110,"47.8457217659,3.25863457163",LES ORMES
680,89400,"47.9553960343,3.57454289298",ORMOY
681,89110,"47.8494315541,3.39947947458",POILLY SUR THOLON
682,89190,"48.3293750857,3.49859430256",ST MAURICE AUX RICHES HOMMES
683,89250,"47.9021528321,3.59422336095",SEIGNELAY
684,89560,"47.6312784173,3.36183428197",SEMENTRON
685,89740,"47.8999233331,4.18645605887",VILLON
686,90140,"47.5792626446,6.94147757264",CHARMOIS
687,90150,"47.6377553885,6.99718798904",FOUSSEMAGNE
688,90200,"47.741048439,6.82264329531",GIROMAGNY
689,90100,"47.5329509014,7.01087011883",JONCHEREY
690,90200,"47.7339603674,6.86245086381",ROUGEGOUTTE
691,91640,"48.6107631779,2.16460955805",FONTENAY LES BRIIS
692,91540,"48.5468386132,2.40068041051",FONTENAY LE VICOMTE
693,91310,"48.6255061941,2.25135348658",LINAS
694,91720,"48.3958941333,2.37009405843",MAISSE
695,91410,"48.5655061412,2.03782109729",ST CYR SOUS DOURDAN
696,91600,"48.684228392,2.34873862215",SAVIGNY SUR ORGE
697,91730,"48.5320494268,2.23447204587",TORFOU
698,91330,"48.7157210712,2.49273020271",YERRES
699,92380,"48.8450113548,2.18665007789",GARCHES
700,92390,"48.9364061917,2.32448995943",VILLENEUVE LA GARENNE
701,93260,"48.8819208939,2.419667821",LES LILAS
702,94230,"48.7916121646,2.33153313164",CACHAN
703,94440,"48.7208692486,2.53157741439",VILLECRESNES
704,95600,"48.9909940165,2.27800925488",EAUBONNE
705,95610,"49.0204587496,2.10136635847",ERAGNY
706,95300,"49.1004574229,2.09462391064",LIVILLIERS
707,95310,"49.0441683455,2.12861303743",ST OUEN L AUMONE
708,95390,"49.0208224816,2.27015066493",ST PRIX
727,33510,"44.754520164,-1.08109347037",ANDERNOS LES BAINS
728,33460,"45.0765827796,-0.70962789405",ARCINS
729,33430,"44.4424533682,-0.212326795621",BAZAS
730,33750,"44.8720986802,-0.371061505246",BEYCHAC ET CAILLAU
731,33380,"44.6611063153,-0.948829442283",BIGANOS
732,33290,"44.9231492741,-0.612268950301",BLANQUEFORT
733,33390,"45.127899764,-0.669707092291",BLAYE
734,33140,"44.7463102353,-0.529387094363",CADAUJAC
735,33420,"44.7961983028,-0.292259095735",CAMIAC ET ST DENIS
736,33230,"45.0781941491,-0.160779804845",LAGORCE
737,33620,"45.1108151595,-0.286501093262",LAPOUYADE
738,33410,"44.6603681588,-0.305926644431",LAROQUE
739,33190,"44.5412367139,-0.0440895943133",LOUPIAC DE LA REOLE
740,33350,"44.785315227,-0.0842235112543",MERIGNAS
741,33190,"44.5716886086,0.0260082761358",MONGAUZY
742,33410,"44.6308462675,-0.255341056142",MONPRIMBLANC
743,33190,"44.5808235972,0.00520946485379",MONTAGOUDIN
744,33350,"44.8332902441,-0.0217836463631",MOULIETS ET VILLEMARTIN
745,33190,"44.5317947567,-0.0798688844488",PONDAURAT
746,33210,"44.5533634868,-0.168857964399",ST LOUBERT
747,33420,"44.8247322767,-0.242853466608",TIZAC DE CURTON
748,34210,"43.3255517298,2.79308395136",AIGNE
749,34230,"43.5407744121,3.49239234848",CAMPAGNAN
750,34800,"43.6499208195,3.45967930935",CEYRAS
751,34140,"43.4292981138,3.57774572973",MEZE
752,34390,"43.540135455,2.91772316116",OLARGUES
753,34850,"43.4090371213,3.51249503942",PINET
754,34230,"43.6204813753,3.50913792041",POUZOLS
755,34270,"43.7516512162,3.83370653974",ST JEAN DE CUCULLES
756,34400,"43.6561845666,4.1118455055",ST JUST
757,34520,"43.8408209485,3.40636511329",ST MICHEL
758,34630,"43.3927611076,3.4008093198",ST THIBERY
759,35190,"48.3125973519,-1.89690518191",LA BAUSSAINE
760,35150,"47.9511752369,-1.55057030783",BRIE
761,35430,"48.5578928672,-1.92925036505",CHATEAUNEUF D ILLE ET VILAINE
762,35120,"48.5953506837,-1.7146028897",CHERRUEIX
763,35370,"48.0697223278,-1.21606173712",ETRELLES
764,35450,"48.2273048831,-1.34883997825",LIVRE SUR CHANGEON
765,35410,"48.0416999563,-1.45944428687",ST AUBIN DU PAVAIL
766,35600,"47.6935116851,-2.01321068932",STE MARIE
767,35430,"48.5488601096,-1.95172640786",LA VILLE ES NONAIS
768,36140,"46.455684191,1.83976972145",AIGURANDE
769,36270,"46.4844280424,1.5276226501",BAZAIGES
770,36400,"46.5505241827,2.02422131668",BRIANTES
771,36310,"46.4260014616,1.2915620907",CHAILLAC
772,36180,"47.001803975,1.47736111614",FREDILLE
773,36600,"47.0739529202,1.50748224415",LANGE
774,36200,"46.5579151463,1.57409340054",LE MENOUX
775,36220,"46.6307715976,0.932899384485",MERIGNY
776,36100,"46.8199826355,1.9132066864",VOUILLON
777,37220,"47.1830390826,0.459616405273",AVON LES ROCHES
778,37600,"47.1281892877,1.02294110179",BEAULIEU LES LOCHES
779,37460,"47.2539221979,1.1815724802",CERE LA RONDE
780,37320,"47.2932820552,0.79068276272",ESVRES
781,37230,"47.4114770179,0.542304378191",LUYNES
782,37350,"46.9099746457,0.917102483604",LE PETIT PRESSIGNY
783,37290,"46.8500029976,0.930585707169",PREUILLY SUR CLAISE
784,37310,"47.1748289396,0.839355106635",ST BAULD
785,37260,"47.1974342509,0.638407189109",VILLEPERDUE
786,38270,"45.3365279901,5.04348562581",BEAUREPAIRE
787,38730,"45.501095883,5.51287218858",CHASSIGNIEU
788,38190,"45.1978039012,5.91875544895",LA COMBE DE LANCEY
789,38510,"45.7362411824,5.3922316771",COURTENAY
790,38300,"45.5380944764,5.29246902351",LES EPARRES
791,38350,"44.9175217316,5.69553334662",MARCIEU
792,38270,"45.3908938983,4.98729399155",MOISSIEU SUR DOLON
793,38480,"45.5079774289,5.66725503833",ST JEAN D AVELANNE
794,38760,"45.0648676926,5.63101144999",ST PAUL DE VARCES
795,38350,"44.8743730954,5.8195714854",ST PIERRE DE MEAROZ
796,38160,"45.1455683904,5.34488906233",ST SAUVEUR
797,38470,"45.1776772771,5.37590743872",TECHE
798,38300,"45.5136127414,5.26771625978",TRAMOLE
799,38520,"44.9729915456,6.10806519149",VENOSC
800,39270,"46.5315651436,5.54829278779",BEFFIA
801,39110,"46.9256272441,5.86757188108",BRACON
802,39150,"46.6920276055,6.02602567308",LES CHALESMES
803,39240,"46.3372486157,5.49365223765",CHARNOD
804,39570,"46.6694520389,5.44937543437",COURLAOUX
805,39210,"46.7668743064,5.68304960571",LADOYE SUR SEILLE
806,39260,"46.4947553205,5.73946111468",MEUSSIA
807,39250,"46.7758072369,6.14394186083",MIGNOVILLARD
808,39600,"46.9378384103,5.77619784355",MONTIGNY LES ARSURES
809,39350,"47.1961202234,5.74312951323",LE PETIT MERCEY
810,39250,"46.7622805418,6.05502144561",RIX
811,39270,"46.515255602,5.52762290044",ROTHONAY
812,39700,"47.2058304341,5.61405890901",SERRE LES MOULIERES
813,39800,"46.8662991195,5.66636250629",TOURMONT
814,39380,"46.9662782086,5.62672865692",VAUDREY
815,40500,"43.8029933289,-0.598930696866",AURICE
816,40320,"43.6728345213,-0.345658334641",BAHUS SOUBIRAN
817,40170,"44.1347298395,-1.22934507034",BIAS
818,40300,"43.5612550673,-1.0641894945",CAUNEILLE
819,40500,"43.7251767308,-0.451258417068",FARGUES
820,40190,"43.92543698,-0.244737215406",LE FRECHE
821,40270,"43.7552492766,-0.424559880021",LARRIVIERE ST SAVIN
822,40700,"43.6038610111,-0.572539507338",MORGANX
823,40380,"43.6881465627,-0.865094526104",POYARTIN
824,40190,"43.8618194805,-0.342281346691",PUJO LE PLAN
825,40270,"43.7467796821,-0.368876062066",RENUNG
826,40390,"43.5655733874,-1.35841255114",ST ANDRE DE SEIGNANX
827,40390,"43.5201160694,-1.33110280888",ST BARTHELEMY
828,40270,"43.7817456803,-0.287331140578",LE VIGNAU
829,41700,"47.4210455026,1.43621364655",CONTRES
830,41170,"47.962055026,0.907252808617",CORMENON
831,41300,"47.5270515255,2.12726759593",PIERREFITTE SUR SAULDRE
832,41270,"48.0144840391,1.13649766481",RUAN SUR EGVONNE
833,41170,"47.9312855723,0.933806688391",LE TEMPLE
834,41800,"47.7519622395,0.904582155249",VILLAVARD
835,42550,"45.3913756385,3.99457780325",APINAC
836,42220,"45.3540411435,4.59395914999",COLOMBIER
837,42210,"45.6639852846,4.22116537367",MARCLOPT
838,42660,"45.2930506564,4.39678475293",MARLHES
839,42510,"45.8360580562,4.23058831333",NERONDE
840,42410,"45.4230806352,4.65991656851",PELUSSIN
841,42110,"45.8008382114,4.23299692399",POUILLY LES FEURS
842,42620,"46.2089488528,3.81781028236",ST MARTIN D ESTREAUX
843,43410,"45.3818265401,3.24008015302",CHAMBEZON
844,43700,"44.9998083728,3.92720931438",COUBON
845,43160,"45.2648012481,3.7529763308",FELINES
846,43230,"45.2712815558,3.49959793979",FRUGIERES LE PIN
847,43380,"45.1191226529,3.35731362857",ST AUSTREMOINE
848,43320,"45.0653883769,3.68972683982",ST JEAN DE NAY
849,43200,"45.1042127113,4.21151710813",ST JEURES
850,43100,"45.2509891916,3.40398248919",VIEILLE BRIOUDE
851,44670,"47.689317272,-1.21237889264",JUIGNE DES MOUTIERS
852,44170,"47.5923270414,-1.69651775245",MARSAC SUR DON
853,44690,"47.1202035218,-1.34924956417",MONNIERES
854,44510,"47.2716208982,-2.43210265977",LE POULIGUEN
855,44140,"47.0385516844,-1.38749002799",REMOUILLE
856,44190,"47.0796411393,-1.36298171094",ST LUMINE DE CLISSON
857,44522,"47.4377425248,-1.14429842548",LA ROCHE BLANCHE
858,45390,"48.2087279915,2.3732598732",AULNAY LA RIVIERE
859,45340,"48.0832267087,2.36953010916",BATILLY EN GATINAIS
860,45210,"48.1323472577,2.99028877216",BAZOCHES SUR LE BETZ
861,45340,"48.1008974565,2.44089841893",EGRY
862,45300,"48.0983163957,2.19061248638",MAREAU AUX BOIS
863,45220,"47.8880039489,2.96021631597",MELLEROY
864,45310,"48.0566296755,1.73556462334",ROUVRAY STE CROIX
865,45140,"47.9116141172,1.87108144709",ST JEAN DE LA RUELLE
866,45300,"48.2977181828,2.20317765493",SERMAISES
867,45260,"47.9255273898,2.59448373377",THIMORY
868,46500,"44.8338975947,1.68546472783",ALVIGNAC
869,46090,"44.5237046868,1.53038009913",COURS
870,46360,"44.5639146169,1.51053421394",NADILLAC
871,46330,"44.5227418077,1.71784528789",SAULIAC SUR CELE
872,46320,"44.6924652342,1.85472288011",SONAC
873,46300,"44.7394789138,1.45239554217",LE VIGAN
874,46090,"44.5174745884,1.45454544343",ST PIERRE LAFEUILLE
875,47800,"44.640821375,0.382742954809",AGNAC
